Wikidata item,Title,Authorlabel,Linkcount
http://www.wikidata.org/entity/Q7771584,"The Universal Baseball Association, Inc., J. Henry Waugh, Prop.",Robert Coover,1
http://www.wikidata.org/entity/Q7712576,The Adventures of Lucky Pierre,Robert Coover,1
http://www.wikidata.org/entity/Q5548848,Gerald's Party,Robert Coover,1
http://www.wikidata.org/entity/Q4658946,A Political Fable,Robert Coover,1
http://www.wikidata.org/entity/Q4899105,Between Pacific Tides,Ed Ricketts,1
http://www.wikidata.org/entity/Q6510683,Leaves for Burning,Mervyn Wall,1
http://www.wikidata.org/entity/Q7713537,The American Prisoner,Eden Phillpotts,1
http://www.wikidata.org/entity/Q7335929,Rise and Resurrection of the American Programmer,Edward Yourdon,1
http://www.wikidata.org/entity/Q5249505,Decline and Fall of the American Programmer,Edward Yourdon,1
http://www.wikidata.org/entity/Q6746180,Man Gone Down,Michael Thomas,1
http://www.wikidata.org/entity/Q4944668,Borderlands,Peter Carter,1
http://www.wikidata.org/entity/Q7642276,Super Crunchers,Ian Ayres,1
http://www.wikidata.org/entity/Q17593748,The Measure of Civilization,Ian Morris,1
http://www.wikidata.org/entity/Q17144242,What We Talk About When We Talk About Anne Frank,Nathan Englander,1
http://www.wikidata.org/entity/Q4729832,All Together Now,Jared Bernstein,1
http://www.wikidata.org/entity/Q5190088,Crunch,Jared Bernstein,1
http://www.wikidata.org/entity/Q7764981,The Snake Stone,Jason Goodwin,1
http://www.wikidata.org/entity/Q7736935,The Gods Are Not To Blame,Ola Rotimi,1
http://www.wikidata.org/entity/Q21038143,History of Art Crticism,Lionello Venturi,1
http://www.wikidata.org/entity/Q19902717,Minotaur,Benjamin Tammuz,1
http://www.wikidata.org/entity/Q16386508,Just an Old Sweet Song,Melvin Van Peebles,1
http://www.wikidata.org/entity/Q6464374,La Permission,Melvin Van Peebles,1
http://www.wikidata.org/entity/Q5380002,Ensign O'Toole and Me,William Lederer,1
http://www.wikidata.org/entity/Q7713826,The Animal Family,Randall Jarrell,1
http://www.wikidata.org/entity/Q7191235,Pictures from an Institution,Randall Jarrell,1
http://www.wikidata.org/entity/Q5456197,Five Young American Poets,Randall Jarrell,1
http://www.wikidata.org/entity/Q5551649,Un perdido,Eduardo Barrios,1
http://www.wikidata.org/entity/Q5967869,The Question in Their Eyes,Eduardo Sacheri,1
http://www.wikidata.org/entity/Q7758438,The Problem of the Old Gristmill,Edward D. Hoch,1
http://www.wikidata.org/entity/Q7758435,The Problem of the Covered Bridge,Edward D. Hoch,1
http://www.wikidata.org/entity/Q7757666,The Political Zoo,Michael Savage,1
http://www.wikidata.org/entity/Q7762352,The Savage Nation,Michael Savage,1
http://www.wikidata.org/entity/Q7732190,The Enemy Within,Michael Savage,1
http://www.wikidata.org/entity/Q6540862,Liberalism Is a Mental Disorder,Michael Savage,1
http://www.wikidata.org/entity/Q4670674,Abuse of Power,Michael Savage,1
http://www.wikidata.org/entity/Q10695442,The Cactus Family,Edward Frederick Anderson,1
http://www.wikidata.org/entity/Q8035197,World's Best Science Fiction: 1970,Terry Carr,1
http://www.wikidata.org/entity/Q8035196,World's Best Science Fiction: 1969,Terry Carr,1
http://www.wikidata.org/entity/Q8035198,World's Best Science Fiction: 1971,Terry Carr,1
http://www.wikidata.org/entity/Q8035193,World's Best Science Fiction: 1965,Terry Carr,1
http://www.wikidata.org/entity/Q8035195,World's Best Science Fiction: 1967,Terry Carr,1
http://www.wikidata.org/entity/Q8035194,World's Best Science Fiction: 1968,Terry Carr,1
http://www.wikidata.org/entity/Q8035191,World's Best Science Fiction: 1966,Terry Carr,1
http://www.wikidata.org/entity/Q7894209,Universe 2,Terry Carr,1
http://www.wikidata.org/entity/Q7894208,Universe 3,Terry Carr,1
http://www.wikidata.org/entity/Q7894207,Universe 1,Terry Carr,1
http://www.wikidata.org/entity/Q7716801,The Best Science Fiction of the Year 8,Terry Carr,1
http://www.wikidata.org/entity/Q7716800,The Best Science Fiction of the Year 7,Terry Carr,1
http://www.wikidata.org/entity/Q7716802,The Best Science Fiction of the Year 9,Terry Carr,1
http://www.wikidata.org/entity/Q7716797,The Best Science Fiction of the Year 4,Terry Carr,1
http://www.wikidata.org/entity/Q7716799,The Best Science Fiction of the Year 6,Terry Carr,1
http://www.wikidata.org/entity/Q7716798,The Best Science Fiction of the Year 5,Terry Carr,1
http://www.wikidata.org/entity/Q7716793,The Best Science Fiction of the Year 12,Terry Carr,1
http://www.wikidata.org/entity/Q7716792,The Best Science Fiction of the Year 11,Terry Carr,1
http://www.wikidata.org/entity/Q7716795,The Best Science Fiction of the Year 2,Terry Carr,1
http://www.wikidata.org/entity/Q7716794,The Best Science Fiction of the Year 13,Terry Carr,1
http://www.wikidata.org/entity/Q7716791,The Best Science Fiction of the Year 10,Terry Carr,1
http://www.wikidata.org/entity/Q7716790,The Best Science Fiction of the Year 1,Terry Carr,1
http://www.wikidata.org/entity/Q7762565,The Science Fictional Solar System,Terry Carr,1
http://www.wikidata.org/entity/Q7704204,Terry Carr's Best Science Fiction of the Year 15,Terry Carr,1
http://www.wikidata.org/entity/Q7704201,Terry Carr's Best Science Fiction and Fantasy of the Year 16,Terry Carr,1
http://www.wikidata.org/entity/Q7704202,Terry Carr's Best Science Fiction of the Year,Terry Carr,1
http://www.wikidata.org/entity/Q5306239,Dream's Edge,Terry Carr,1
http://www.wikidata.org/entity/Q19538713,Vlastenský slovník historický,Jakub Malý,1
http://www.wikidata.org/entity/Q7758845,The Puzzle Palace,James Bamford,1
http://www.wikidata.org/entity/Q7763537,The Shadow Factory,James Bamford,1
http://www.wikidata.org/entity/Q4936929,Body of Secrets,James Bamford,1
http://www.wikidata.org/entity/Q4659012,A Pretext for War,James Bamford,1
http://www.wikidata.org/entity/Q19902725,My Favorite Fantasy Story,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q16844798,Horrible Beginnings,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q16950043,Magical Beginnings,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q8031945,Wondrous Beginnings,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q7722405,The Chick is in the Mail,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q7735505,The Further Adventures of The Joker,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q7142900,Past Imperfect,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q6692040,Lovecraft's Legacy,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q6680103,Lord of the Fantastic,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q5454052,First Voyages,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q5096367,Chicks 'n Chained Males,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q5242554,Dawn of Time,Martin H. Greenberg,1
http://www.wikidata.org/entity/Q3221959,Le Cri du peuple,Jean Vautrin,1
http://www.wikidata.org/entity/Q7714528,The Art of the Rifle,Jeff Cooper,1
http://www.wikidata.org/entity/Q7733279,The Family: The Secret Fundamentalism at the Heart of American Power,Jeff Sharlet,1
http://www.wikidata.org/entity/Q7045999,Nobody Ordered Wolves,Jeffrey Dell,1
http://www.wikidata.org/entity/Q636494,Archäologenbildnisse,Ulrich Sinn,1
http://www.wikidata.org/entity/Q5352430,El fulgor y la sangre,Ignacio Aldecoa,1
http://www.wikidata.org/entity/Q8041724,XCiTés,Ilan Duran Cohen,1
http://www.wikidata.org/entity/Q7237093,Poètes maudits d'aujourd'hui: 1946-1970,Ilarie Voronca,1
http://www.wikidata.org/entity/Q7991042,What Did the Biblical Writers Know and When Did They Know It?,William G. Dever,1
http://www.wikidata.org/entity/Q7997426,Who Were the Early Israelites and Where Did They Come from?,William G. Dever,1
http://www.wikidata.org/entity/Q7445745,Seeing Calvin Coolidge in a Dream,John Derbyshire,1
http://www.wikidata.org/entity/Q7727113,The Complete Book of Running,Jim Fixx,1
http://www.wikidata.org/entity/Q7739767,The History Man,Malcolm Bradbury,1
http://www.wikidata.org/entity/Q7766020,The Sport of the Gods,Paul Laurence Dunbar,1
http://www.wikidata.org/entity/Q16156838,Hero,Perry Moore,1
http://www.wikidata.org/entity/Q7547204,Snakes in Suits: When Psychopaths Go to Work,Robert D. Hare,1
http://www.wikidata.org/entity/Q7750288,The March of Democracy,James Truslow Adams,1
http://www.wikidata.org/entity/Q4749697,An Accidental Cowboy,Jameson Parker,1
http://www.wikidata.org/entity/Q7763369,The Serpent,Jane Gaskell,1
http://www.wikidata.org/entity/Q6407219,Kill the Messenger,Tami Hoag,1
http://www.wikidata.org/entity/Q5317039,Dust to Dust,Tami Hoag,1
http://www.wikidata.org/entity/Q4804896,Ashes to Ashes,Tami Hoag,1
http://www.wikidata.org/entity/Q7991390,What To Do When Someone Dies,Nicci French,1
http://www.wikidata.org/entity/Q7759923,The Red Room,Nicci French,1
http://www.wikidata.org/entity/Q7750969,The Memory Game,Nicci French,1
http://www.wikidata.org/entity/Q6407724,Killing Me Softly,Nicci French,1
http://www.wikidata.org/entity/Q5051660,Catch Me When I Fall,Nicci French,1
http://www.wikidata.org/entity/Q20645702,Station Eleven,Emily St. John Mandel,1
http://www.wikidata.org/entity/Q7703804,Territory,Emma Bull,1
http://www.wikidata.org/entity/Q5449912,Finder,Emma Bull,1
http://www.wikidata.org/entity/Q4941511,Bone Dance,Emma Bull,1
http://www.wikidata.org/entity/Q16948276,The Whisper,Emma Clayton,1
http://www.wikidata.org/entity/Q7761170,The Roar,Emma Clayton,1
http://www.wikidata.org/entity/Q7765939,The Spirit of Islam,Syed Ameer Ali,1
http://www.wikidata.org/entity/Q6965020,Napoleon Bonaparte: An Intimate Biography,Vincent Cronin,1
http://www.wikidata.org/entity/Q7759081,The Quick and the Dead,Vincent Starrett,1
http://www.wikidata.org/entity/Q7736276,The Ghost Map,Steven Johnson,1
http://www.wikidata.org/entity/Q4656929,A Garden of Pomegranates,Israel Regardie,1
http://www.wikidata.org/entity/Q21267058,A Morgadinha dos Canaviais,Júlio Dinis,1
http://www.wikidata.org/entity/Q4658368,A Morgadinha dos Canaviais,Júlio Dinis,1
http://www.wikidata.org/entity/Q6188326,Jesus the Magician,Morton Smith,1
http://www.wikidata.org/entity/Q636494,Archäologenbildnisse,Thomas Robert Shannon Broughton,1
http://www.wikidata.org/entity/Q16968602,Rigged,Ben Mezrich,1
http://www.wikidata.org/entity/Q7877789,Ugly Americans: The True Story of the Ivy League Cowboys Who Raided the Asian Markets for Millions,Ben Mezrich,1
http://www.wikidata.org/entity/Q7301421,Reaper,Ben Mezrich,1
http://www.wikidata.org/entity/Q5002200,Busting Vegas,Ben Mezrich,1
http://www.wikidata.org/entity/Q7936259,Visions of Order,Richard M. Weaver,1
http://www.wikidata.org/entity/Q7577657,Spinoza,Stuart Hampshire,1
http://www.wikidata.org/entity/Q18418421,The Weapon from Beyond,Edmond Hamilton,1
http://www.wikidata.org/entity/Q5123534,City at World's End,Edmond Hamilton,1
http://www.wikidata.org/entity/Q5299863,Double Phoenix,Edmund Cooper,1
http://www.wikidata.org/entity/Q7738901,The Hare with Amber Eyes,Edmund de Waal,1
http://www.wikidata.org/entity/Q16385711,Flight Behavior,Barbara Kingsolver,1
http://www.wikidata.org/entity/Q7757621,The Poisonwood Bible,Barbara Kingsolver,1
http://www.wikidata.org/entity/Q7745081,The Lacuna,Barbara Kingsolver,1
http://www.wikidata.org/entity/Q7716005,The Bean Trees,Barbara Kingsolver,1
http://www.wikidata.org/entity/Q7542981,Small Wonder,Barbara Kingsolver,1
http://www.wikidata.org/entity/Q7247611,Prodigal Summer,Barbara Kingsolver,1
http://www.wikidata.org/entity/Q7193455,Pigs in Heaven,Barbara Kingsolver,1
http://www.wikidata.org/entity/Q5757283,High Tide in Tucson,Barbara Kingsolver,1
http://www.wikidata.org/entity/Q4764795,Animal Dreams,Barbara Kingsolver,1
http://www.wikidata.org/entity/Q4764731,"Animal, Vegetable, Miracle: A Year of Food Life",Barbara Kingsolver,1
http://www.wikidata.org/entity/Q6024737,Indigo,Marina Warner,1
http://www.wikidata.org/entity/Q6205601,Joan of Arc: The Image of Female Heroism,Marina Warner,1
http://www.wikidata.org/entity/Q7731619,The Efficient Society,Joseph Heath,1
http://www.wikidata.org/entity/Q5449261,Filthy Lucre: Economics for People Who Hate Capitalism,Joseph Heath,1
http://www.wikidata.org/entity/Q6900708,Monkey Beach,Eden Robinson,1
http://www.wikidata.org/entity/Q7759851,The Red City,Silas Weir Mitchell,1
http://www.wikidata.org/entity/Q18324505,A Mirror for Observers,Edgar Pangborn,1
http://www.wikidata.org/entity/Q7776052,The World That Couldn't Be,Edgar Pangborn,1
http://www.wikidata.org/entity/Q7734691,The Food Wars,Walden Bello,1
http://www.wikidata.org/entity/Q6659005,Living,Henry Green,1
http://www.wikidata.org/entity/Q7140910,Party Going,Henry Green,1
http://www.wikidata.org/entity/Q6692599,Loving,Henry Green,1
http://www.wikidata.org/entity/Q4839036,Back,Henry Green,1
http://www.wikidata.org/entity/Q5158723,Concluding,Henry Green,1
http://www.wikidata.org/entity/Q7726627,The Cold Cash War,Robert Asprin,1
http://www.wikidata.org/entity/Q7188317,Phule's Paradise,Robert Asprin,1
http://www.wikidata.org/entity/Q7188315,Phule's Company,Robert Asprin,1
http://www.wikidata.org/entity/Q6926545,Move Your Shadow,Joseph Lelyveld,1
http://www.wikidata.org/entity/Q18162743,That One Day,Donald Hall,1
http://www.wikidata.org/entity/Q7115026,Ox-Cart Man,Donald Hall,1
http://www.wikidata.org/entity/Q17021884,Star Wars: Crosscurrent,Paul S. Kemp,1
http://www.wikidata.org/entity/Q7316511,Resurrection,Paul S. Kemp,1
http://www.wikidata.org/entity/Q5242550,Dawn of Night,Paul S. Kemp,1
http://www.wikidata.org/entity/Q6742719,Malcolm X: A Life of Reinvention,Manning Marable,1
http://www.wikidata.org/entity/Q6508665,Leadership Secrets of the Rogue Warrior: A Commando's Guide to Success,Richard Marcinko,1
http://www.wikidata.org/entity/Q20925620,The Book of Life,Deborah Harkness,1
http://www.wikidata.org/entity/Q7460658,Shadow of Night,Deborah Harkness,1
http://www.wikidata.org/entity/Q4656489,A Discovery of Witches,Deborah Harkness,1
http://www.wikidata.org/entity/Q7491790,She's Come Undone,Wally Lamb,1
http://www.wikidata.org/entity/Q5977839,I Know This Much Is True,Wally Lamb,1
http://www.wikidata.org/entity/Q5176124,Couldn't Keep It to Myself: Testimonies from Our Imprisoned Sisters,Wally Lamb,1
http://www.wikidata.org/entity/Q19358374,Life Begins at Forty,Walter B. Pitkin,1
http://www.wikidata.org/entity/Q7729023,The Dark Wing,Walter H. Hunt,1
http://www.wikidata.org/entity/Q7728972,The Dark Path,Walter H. Hunt,1
http://www.wikidata.org/entity/Q7728923,The Dark Crusade,Walter H. Hunt,1
http://www.wikidata.org/entity/Q7728916,The Dark Ascent,Walter H. Hunt,1
http://www.wikidata.org/entity/Q7727716,The Costello Memoirs,Peter Costello,1
http://www.wikidata.org/entity/Q7991115,What Happened,Scott McClellan,1
http://www.wikidata.org/entity/Q4658338,A Monk Swimming,Malachy McCourt,1
http://www.wikidata.org/entity/Q7991229,What Ifs? of American History,Victor Davis Hanson,1
http://www.wikidata.org/entity/Q7749986,The Man Who Went Back,Warwick Deeping,1
http://www.wikidata.org/entity/Q5297107,Doomsday,Warwick Deeping,1
http://www.wikidata.org/entity/Q16385216,Captain Underpants and the Tyrannical Retaliation of the Turbo Toilet 2000,Dav Pilkey,1
http://www.wikidata.org/entity/Q7738666,The Hallo-Wiener,Dav Pilkey,1
http://www.wikidata.org/entity/Q7712598,The Adventures of Ook and Gluk: Kung-Fu Cavemen from the Future,Dav Pilkey,1
http://www.wikidata.org/entity/Q6374963,Kat Kong,Dav Pilkey,1
http://www.wikidata.org/entity/Q5288525,Dogzilla,Dav Pilkey,1
http://www.wikidata.org/entity/Q5036845,Captain Underpants and the Terrifying Re-Turn of Tippy Tinkletrousers,Dav Pilkey,1
http://www.wikidata.org/entity/Q5036846,Captain Underpants and the Wrath of the Wicked Wedgie Woman,Dav Pilkey,1
http://www.wikidata.org/entity/Q5036841,Captain Underpants and the Perilous Plot of Professor Poopypants,Dav Pilkey,1
http://www.wikidata.org/entity/Q5036843,Captain Underpants and the Revolting Revenge of the Radioactive Robo-Boxers,Dav Pilkey,1
http://www.wikidata.org/entity/Q5036842,Captain Underpants and the Preposterous Plight of the Purple Potty People,Dav Pilkey,1
http://www.wikidata.org/entity/Q5036839,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy",Dav Pilkey,1
http://www.wikidata.org/entity/Q4660653,A Wilderness of Error: The Trials of Jeffrey MacDonald,Errol Morris,1
http://www.wikidata.org/entity/Q8026194,Winter,John Marsden,1
http://www.wikidata.org/entity/Q5089124,Checkers,John Marsden,1
http://www.wikidata.org/entity/Q2362961,Virgilius van Tuil,Paul Biegel,1
http://www.wikidata.org/entity/Q7771642,The Unknown Industrial Prisoner,David Ireland,1
http://www.wikidata.org/entity/Q7736703,The Glass Canoe,David Ireland,1
http://www.wikidata.org/entity/Q4660765,A Woman of the Future,David Ireland,1
http://www.wikidata.org/entity/Q7712560,The Adventures of Johnny Bunko,Daniel H. Pink,1
http://www.wikidata.org/entity/Q5307874,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,1
http://www.wikidata.org/entity/Q4659903,A Summons to Memphis,Peter Matthew Hillsman Taylor,1
http://www.wikidata.org/entity/Q19895383,Rat Trap,Craig Thomas,1
http://www.wikidata.org/entity/Q8026252,Winter Hawk,Craig Thomas,1
http://www.wikidata.org/entity/Q5451853,Firefox Down,Craig Thomas,1
http://www.wikidata.org/entity/Q4730005,All in a Day,Mitsumasa Anno,1
http://www.wikidata.org/entity/Q7766607,The Stone Giant,James Blaylock,1
http://www.wikidata.org/entity/Q7750097,The Man in the Moon,James Blaylock,1
http://www.wikidata.org/entity/Q7730290,The Disappearing Dwarf,James Blaylock,1
http://www.wikidata.org/entity/Q7730172,The Digging Leviathan,James Blaylock,1
http://www.wikidata.org/entity/Q7731796,The Elfin Ship,James Blaylock,1
http://www.wikidata.org/entity/Q5891884,Homunculus,James Blaylock,1
http://www.wikidata.org/entity/Q6679480,Lord Kelvin's Machine,James Blaylock,1
http://www.wikidata.org/entity/Q4801327,Artists in biographies by Filippo Baldinucci,Filippo Baldinucci,1
http://www.wikidata.org/entity/Q7237318,Practical Education,Richard Lovell Edgeworth,1
http://www.wikidata.org/entity/Q7763139,The Secret of Hegel,James Hutchison Stirling,1
http://www.wikidata.org/entity/Q22911731,Unfettered,Lev Grossman,1
http://www.wikidata.org/entity/Q18209186,The Magician's Land,Lev Grossman,1
http://www.wikidata.org/entity/Q7749544,The Magicians,Lev Grossman,1
http://www.wikidata.org/entity/Q7749537,The Magician King,Lev Grossman,1
http://www.wikidata.org/entity/Q6154665,Janissaries II: Clan and Crown,Roland J. Green,1
http://www.wikidata.org/entity/Q6154667,Janissaries III: Storms of Victory,Roland J. Green,1
http://www.wikidata.org/entity/Q5158190,Conan the Valiant,Roland J. Green,1
http://www.wikidata.org/entity/Q5158181,Conan the Relentless,Roland J. Green,1
http://www.wikidata.org/entity/Q5158166,Conan the Guardian,Roland J. Green,1
http://www.wikidata.org/entity/Q5158132,Conan at the Demon's Gate,Roland J. Green,1
http://www.wikidata.org/entity/Q5158125,Conan and the Mists of Doom,Roland J. Green,1
http://www.wikidata.org/entity/Q5158120,Conan and the Death Lord of Thanza,Roland J. Green,1
http://www.wikidata.org/entity/Q5158122,Conan and the Gods of the Mountain,Roland J. Green,1
http://www.wikidata.org/entity/Q5246902,Dear Mr. Capote,Gordon Lish,1
http://www.wikidata.org/entity/Q6968219,Natalie Natalia,Nicholas Mosley,1
http://www.wikidata.org/entity/Q19090743,The Inner House,Walter Besant,1
http://www.wikidata.org/entity/Q7752062,The Monks of Thelema,Walter Besant,1
http://www.wikidata.org/entity/Q4655365,"A Barrel of Laughs, a Vale of Tears",Jules Feiffer,1
http://www.wikidata.org/entity/Q16995879,The Horror from the Hills,Frank Belknap Long,1
http://www.wikidata.org/entity/Q7740469,The Hounds of Tindalos,Frank Belknap Long,1
http://www.wikidata.org/entity/Q7731382,The Early Long,Frank Belknap Long,1
http://www.wikidata.org/entity/Q5920624,Howard Phillips Lovecraft: Dreamer on the Nightside,Frank Belknap Long,1
http://www.wikidata.org/entity/Q6009954,In Mayan Splendor,Frank Belknap Long,1
http://www.wikidata.org/entity/Q4729083,All Music Guide to Jazz,Stephen Thomas Erlewine,1
http://www.wikidata.org/entity/Q16997273,The Man Who Made Husbands Jealous,Jilly Cooper,1
http://www.wikidata.org/entity/Q16257680,Jane and Prudence,Jilly Cooper,1
http://www.wikidata.org/entity/Q7336980,Rivals,Jilly Cooper,1
http://www.wikidata.org/entity/Q5575732,God's Politics,Jim Wallis,1
http://www.wikidata.org/entity/Q7766707,The Storms of Chai,Joe Dever,1
http://www.wikidata.org/entity/Q15975190,Primary Colors (novel),Joe Klein,1
http://www.wikidata.org/entity/Q7225174,Politics Lost,Joe Klein,1
http://www.wikidata.org/entity/Q5153679,Commonwealth,Joey Goebel,1
http://www.wikidata.org/entity/Q2382183,Scalpel,John Harvey,1
http://www.wikidata.org/entity/Q17512656,The Debt to Pleasure,John Lanchester,1
http://www.wikidata.org/entity/Q5477757,Fragrant Harbour,John Lanchester,1
http://www.wikidata.org/entity/Q7395184,SWF Seeks Same,John Lutz,1
http://www.wikidata.org/entity/Q7991611,What the Dormouse Said,John Markoff,1
http://www.wikidata.org/entity/Q7722864,The Church and the Homosexual,John J. McNeill,1
http://www.wikidata.org/entity/Q7768035,The Talk of the Town,Ardal O'Hanlon,1
http://www.wikidata.org/entity/Q19756648,The Rover Boys on the Farm,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19912624,The Rover Boys on Treasure Isle,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19105587,To Alaska for Gold,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19104983,Three Young Ranchmen,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19102868,The Young Auctioneers,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19098306,The Rover Boys Out West,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19098302,The Rover Boys on the Plains,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19098293,The Rover Boys on the Great Lakes,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19098288,The Rover Boys on Land and Sea,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19098286,The Rover Boys in the Mountains,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19098279,The Rover Boys in Southern Waters,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19098275,The Rover Boys in Camp,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19087349,On to Pekin,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19085584,Boys of the Fort,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19083621,Young Hunters of the Lake,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19083613,Young Hunters in Porto Rico,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19081287,The Campaign of the Jungle,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19080559,The Boy Land Boomer,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19074532,Dave Porter at Oak Hall,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q19037514,American Boys' Life of William McKinley,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q7445515,See No Evil,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q5757215,High Survival,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q5418467,Evil in Amsterdam,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q4812287,At All Costs,Edward Stratemeyer,1
http://www.wikidata.org/entity/Q6820428,Merry Christmas Mr. Baxter,Edward Streeter,1
http://www.wikidata.org/entity/Q7752854,The Mysterious Numbers of the Hebrew Kings,Edwin R. Thiele,1
http://www.wikidata.org/entity/Q7756750,The Persecutor,Sergei Kourdakov,1
http://www.wikidata.org/entity/Q14604844,Himmelblomsttreets muligheter,Gert Nygårdshaug,1
http://www.wikidata.org/entity/Q20800530,Life or Death,Michael Robotham,1
http://www.wikidata.org/entity/Q7490681,Shatter,Michael Robotham,1
http://www.wikidata.org/entity/Q6683809,Lost,Michael Robotham,1
http://www.wikidata.org/entity/Q7732109,The End of Time,Julian Barbour,1
http://www.wikidata.org/entity/Q5417601,Every Spy a Prince,Yossi Melman,1
http://www.wikidata.org/entity/Q6037567,Inside Delta Force,Eric L. Haney,1
http://www.wikidata.org/entity/Q18281061,The Penguin and the Leviathan,Yochai Benkler,1
http://www.wikidata.org/entity/Q7742617,"The Iron Tonic: Or, A Winter Afternoon in Lonely Valley",Edward Gorey,1
http://www.wikidata.org/entity/Q7739108,The Headless Bust,Edward Gorey,1
http://www.wikidata.org/entity/Q7728436,The Curious Sofa,Edward Gorey,1
http://www.wikidata.org/entity/Q6973996,National Lampoon The Best of No. 4,Edward Gorey,1
http://www.wikidata.org/entity/Q5476126,Fourth Mansions,R. A. Lafferty,1
http://www.wikidata.org/entity/Q7699054,Tempting Danger,Eileen Wilks,1
http://www.wikidata.org/entity/Q6914360,Mortal Danger,Eileen Wilks,1
http://www.wikidata.org/entity/Q7033442,Night Season,Eileen Wilks,1
http://www.wikidata.org/entity/Q4927632,Blood Lines,Eileen Wilks,1
http://www.wikidata.org/entity/Q6283729,Joseph Had a Little Overcoat,Simms Taback,1
http://www.wikidata.org/entity/Q6842876,Midnight on the Mavi Marmara,Stephen Kinzer,1
http://www.wikidata.org/entity/Q7114001,Overthrow,Stephen Kinzer,1
http://www.wikidata.org/entity/Q4927822,Blood of Brothers,Stephen Kinzer,1
http://www.wikidata.org/entity/Q15102761,The Philadelphian,Richard P. Powell,1
http://www.wikidata.org/entity/Q7800682,Tickets to the Devil,Richard P. Powell,1
http://www.wikidata.org/entity/Q7769942,The Transfer Agreement,Edwin Black,1
http://www.wikidata.org/entity/Q7763303,The Sensualist,Eiichi Yamamoto,1
http://www.wikidata.org/entity/Q11905697,antaviana,Pere Calders,1
http://www.wikidata.org/entity/Q7760074,The Rehearsal,Eleanor Catton,1
http://www.wikidata.org/entity/Q5151909,Coming Back to Me,Marcus Trescothick,1
http://www.wikidata.org/entity/Q7318928,Revolutions in Mathematics,Joseph Dauben,1
http://www.wikidata.org/entity/Q7758276,The Prince of Wales and Other Famous Americans,Miguel Covarrubias,1
http://www.wikidata.org/entity/Q7770319,The Troll,Julia Donaldson,1
http://www.wikidata.org/entity/Q7380041,Running on the Cracks,Julia Donaldson,1
http://www.wikidata.org/entity/Q6900800,Monkey Puzzle,Julia Donaldson,1
http://www.wikidata.org/entity/Q16847774,In the Bleak Midwinter,Julia Spencer-Fleming,1
http://www.wikidata.org/entity/Q7993137,Where's Wally Now?,Martin Handford,1
http://www.wikidata.org/entity/Q7993136,Where's Wally in Hollywood?,Martin Handford,1
http://www.wikidata.org/entity/Q7993133,Where's Wally?,Martin Handford,1
http://www.wikidata.org/entity/Q7993132,Where's Wally?: The Ultimate Fun Book,Martin Handford,1
http://www.wikidata.org/entity/Q7993134,Where's Wally?: The Wonder Book,Martin Handford,1
http://www.wikidata.org/entity/Q7993129,Where's Wally?: The Fantastic Journey,Martin Handford,1
http://www.wikidata.org/entity/Q7993128,Where's Wally: The Incredible Paper Chase,Martin Handford,1
http://www.wikidata.org/entity/Q7993131,Where's Wally?: The Great Picture Hunt,Martin Handford,1
http://www.wikidata.org/entity/Q7993130,Where's Wally?: The Magnificent Poster Book!,Martin Handford,1
http://www.wikidata.org/entity/Q5207612,Dacia,Vasile Pârvan,1
http://www.wikidata.org/entity/Q6816247,Men at War,W. E. B. Griffin,1
